11288,58367,490003152E,ALBERT BRIDGE - CADOGAN PIER R,527259,177613,72,7.00E+06,0
11289,56193,490003152W,ALBERT BRIDGE - CADOGAN PIER,527438,177642,266,7.00E+06,0
1129,74537,490012367W,SPA ROAD,533542,179133,299,3G05,0
11290,54811,490003682W,BEAUFORT STREET,527017,177515,249,7G02,0
11291,47903,490006224KP,DUKE OF YORK SQUARE,527750,178484,47,7.00E+02,0
11292,49861,490009666KB,MARKHAM STREET,527515,178270,236,7.00E+03,0
11293,56178,490005073KC,CHELSEA OLD TOWN HALL,527328,178142,234,7.00E+04,0
11294,58984,490008763KF,CARLYLE SQUARE,527079,177996,55,7.00E+05,0
11295,54349,490004809KD,CARLYLE SQUARE,527067,177972,236,7.00E+05,0
11296,49302,490005076E,HOBURY STREET - WORLDS END,526534,177517,56,7G04,0
11297,58700,490005076W,EDITH GROVE - WORLDS END,526529,177495,241,7G06,0
11298,77605,490005152N,CHEYNE WALK,526893,177538,326,7G11,0
113,57115,490012082A,WEST HAMPSTEAD STATION - BROADHURST GDNS,525508,184547,13,8A03,0
1130,54690,490012367E,SPA ROAD,533647,179074,146,3G04,0
11300,53455,490005152S,CHEYNE WALK,526896,177557,146,7G11,0
11306,59523,490015421S,ROYAL BROMPTON HOSP - ROYAL MARSDEN HOSP,526866,178405,223,7C04,0
11307,75118,490005062HA,CHELSEA AND WESTMINSTER HOSPITAL,526342,177836,231,7F16,0
11309,49072,490008380HC,HORTENSIA ROAD,526024,177506,215,7F14,0
11311,49866,490015066S,EDITH GROVE - KING'S ROAD,526325,177500,146,7G03,0
11312,49871,490011754N,CALE STREET - ROYAL BROMPTON HOSPITAL,527125,178330,337,7C08,0
11313,54272,490011754S1,CALE STREET - ROYAL BROMPTON HOSPITAL,527127,178362,157,7C08,0
11321,75086,490003269S,ALPHA CLOSE,527422,182556,136,0T05,0
11325,54442,490006876N,CHELSEA PHYSIC GARDEN,527617,177783,37,7.00E+07,0
11326,50261,490006876S,CHELSEA PHYSIC GARDEN,527625,177772,217,7.00E+07,0
11328,56073,490014333N,WEDMORE STREET,529978,186491,297,CH18,0
11329,52741,490014846E,LORD AVENUE,542536,189264,149,XJ02,0
11330,55614,490014846N,WOODFORD BRIDGE ROAD,542447,189359,329,XJ02,0
11331,71845,490007943S,HAYES - GEORGE LANE,540560,166409,197,FG08,0
11332,54850,490007943N,HAYES - GEORGE LANE,540527,166365,24,FG08,0
11333,58054,490003060E,ABINGER ROAD,521599,179011,67,NG15,0
11334,76014,490003060W,ABINGER ROAD,521573,178990,250,NG15,0
11337,52454,490000240LL,TURNHAM GREEN STATION,521286,178892,68,Q603,0
11338,52590,490000240MM,TURNHAM GREEN STATION,521266,178873,250,Q603,0
11339,57204,490006872E,FLANCHFORD ROAD,521958,179207,72,NG14,0
11340,76590,490006872W,FLANCHFORD ROAD,521983,179203,252,NG14,0
11345,77869,490013487E,THE ORCHARD,521014,178860,72,Q602,0
11346,58507,490011405W,RAMILLIES ROAD,520829,178814,279,Q602,0
11349,48224,490003076W,ACTON GREEN,520574,178891,261,Q601,0
1135,48269,490012617E,STATION ROAD - CHINGFORD STATION,539114,194602,236,Y102,0
11350,55403,490008949N,LANGLEY AVENUE,518337,166598,348,K803,0
11351,53557,490008949S,LANGLEY AVENUE,518356,166558,169,K803,0
11352,47413,490011783W,RUISLIP LIDO,508610,189132,211,PQ05,0
11356,58317,490012580N,ST ANTHONY'S HOSPITAL,523929,165823,32,JC11,0
11357,54233,490013608S,TUDOR DRIVE,524607,166772,217,JB03,0
11363,75292,490016573N,CHENIES PLACE,529832,183337,316,8510,0
11366,55409,490016573S,CHENIES PLACE,529797,183385,126,8510,0
11373,52722,490011756E,ROYAL COLLEGE STREET,529526,183494,76,8M13,0
11379,50357,490015382N2,PRATT STREET,529375,183852,332,8M16,0
11383,49479,490011419H,CAMDEN ROAD STATION,529224,184128,330,8H21,0
11385,75500,490001045E,ROYAL COLLEGE STREET - IVOR STREET,529142,184268,330,8H20,0
11389,76641,490008663W,KENTISH TOWN ROAD,529003,184484,333,8H24,0
11391,74611,490004894L,KENTISH TOWN POST OFFICE,528983,184962,9,8K07,0
11392,54960,490007082K,KENTISH TOWN POST OFFICE,528987,184895,188,8K07,0
11393,75574,490006943N,KENTISH TOWN FIRE STATION,528882,185418,319,8K09,0
11394,48540,490006943E,FORTESS ROAD,528954,185323,146,8K09,0
11395,52601,490008660N,LADY SOMERSET ROAD,528776,185513,316,8K10,0
11396,54277,490008660S,KENTISH TOWN FIRE STATION,528827,185482,130,8K10,0
11399,77384,490015367S,LADY SOMERSET ROAD,528693,185677,148,8K11,0
114,77632,490012082B,BROADHURST GARDENS,525503,184489,197,8A03,0
11400,58674,490007308N,GORDON HOUSE ROAD,528619,185765,326,8F05,0
11401,53739,490005974S,GORDON HOUSE ROAD,528546,185899,148,8F04,0
11404,73333,490014902N,WILLIAM ELLIS SCHOOL,528421,186057,323,8F03,0
11405,54186,490014697S,WILLIAM ELLIS SCHOOL,528387,186131,152,8F03,0
11406,47963,490010852N,PARLIAMENT HILL FIELDS,528290,186314,335,8F02,0
11407,76289,490010852S2,PARLIAMENT HILL FIELDS,528313,186302,155,8F01,0
11408,54956,490008661N,FORTESS WALK,528987,185475,14,8K13,0
11409,54771,490008662G,FORTESS WALK,528987,185374,184,8K13,0
11412,77950,490008904N1,LADY SOMERSET ROAD,529054,185650,24,8K12,0
11413,50498,490008904S1,LADY SOMERSET ROAD,529055,185623,204,8K12,0
11416,58254,490009985N,MONNERY ROAD,529199,186172,7,CF13,0
11417,74870,490009985S,MONNERY ROAD,529212,186185,187,CF13,0
11419,47361,490003989Z,PEMBERTON GARDENS,529280,186441,197,CF10,0
1142,49727,490014875C,WOOD LANE - HIGHGATE STATION,528454,188269,357,9116,0
11420,51129,490003989Y,PEMBERTON GARDENS,529265,186436,17,CF10,0
11427,74332,490006798CK,FERDINAND STREET,528432,184442,354,8H25,0
11428,59276,490006798CL,FERDINAND STREET,528449,184408,174,8H25,0
1143,54348,490014875D,WOOD LANE - HIGHGATE STATION,528467,188262,176,9116,0
11431,56069,490011200N,PRINCE OF WALES ROAD,528378,184581,313,8J11,0
11432,71588,490012765S,PRINCE OF WALES ROAD,528310,184678,156,8J07,0
11435,49981,490011330N,QUEEN'S CRESCENT,528185,184910,335,8J08,0
11436,75802,490011330S,GRAFTON TERRACE,528092,185109,135,8J09,0
11437,50748,490012651S,ST DOMINIC'S PRIORY,527865,185254,156,8J10,0
11439,72943,490009616N,MANSFIELD ROAD,527821,185325,338,8J10,0
1144,47076,490015188C,MUSWELL HILL PRIMARY SCHOOL,528940,189610,119,9501,0
11440,49724,490009204E,MANSFIELD ROAD,527754,185459,120,8D13,0
11442,76313,490009017N,LAWN ROAD,527603,185423,295,8D12,0
11443,47056,490011760W,ROYAL FREE HOSPITAL,527336,185496,304,8D15,0
11444,55391,490012280B,SOUTH END GREEN,527339,185528,74,8D10,0
11446,57090,490015246N,KENTISH TOWN ROAD,528898,184716,94,8K20,0
11449,48899,490001165C,KENTISH TOWN WEST STATION,528544,184665,65,8J05,0
1145,48162,490015186B,MUSWELL HILL,528754,189721,154,9502,0
11457,71148,490013033N,BROOMFIELD ROAD,518870,166435,294,K907,0
11458,51578,490013033S,BROOMFIELD ROAD,518875,166448,114,K907,0
1146,71060,490015186A,QUEENS AVENUE,528730,189745,339,9502,0
11461,48470,490013032S,SURBITON HEALTH CENTRE,518514,167123,171,K806,0
11462,50616,490013032N,SURBITON HEALTH CENTRE,518504,167101,351,K806,0
11464,75957,490013038N,SURBITON TELEPHONE EXCHANGE,518453,167470,355,K805,0
11465,76430,490007672S,HALL DRIVE,515383,181362,169,QR05,0
11466,50543,490007672N,HALL DRIVE,515375,181333,350,QR05,0
11469,48600,490008143C,ST PAUL'S ROAD - HIGHBURY CORNER,531784,184753,73,C905,0
1147,75920,490015187F,MUSWELL HILL,528743,189630,44,9505,0
11470,47466,490008143D,HIGHBURY CORNER,531740,184732,263,C905,0
11471,48448,490005754E,CRESSWELL GARDENS,526204,178443,100,7F11,0
11472,71655,490005754W,CRESSWELL GARDENS,526150,178438,276,7F11,0
11476,75323,490010187K,NEVERN PLACE,525442,178697,146,7907,0
1148,53347,490015187E,QUEENS AVENUE,528746,189617,224,9505,0
11481,55024,490007547S,GROSVENOR PARK ROAD,537427,188606,158,YB02,0
11482,49269,490012943N,ST SAVIOUR'S CHURCH,536714,187927,333,YA04,0
11487,56307,490009233W,LLOYD PARK - WILLIAM MORRIS GALLERY,537098,189812,246,Y907,0
11490,91570,490007017E,FRIARY ROAD,520751,181277,149,Q306,0
11491,76168,490004789E,CARLISLE AVENUE,521053,181031,119,Q019,0
11492,74571,490007170W,FOSTER ROAD,521262,180913,285,Q022,0
11495,75393,490010949W,PERRYN ROAD,520992,181037,306,Q019,0
11497,47256,490007017F,FRIARY ROAD,520720,181291,332,Q306,0
115,54572,490006691W,EXHIBITION ROAD,526887,179673,264,402,0
1150,57284,490011097N,PONT STREET,527898,179127,349,7301,0
11500,55002,490015320Q,WALES FARM ROAD,520617,181606,159,Q417,0
11501,50661,490011937N,HILARY ROAD,521725,180674,330,Q017,0
11502,77670,490012942N,ST SAVIOUR'S CHURCH,521823,180389,348,Q016,0
11503,76002,490003456N,UXBRIDGE ROAD,521873,180140,348,Q015,0
11506,74798,490012067E,GLENDUN ROAD,521282,180724,65,Q011,0
11507,56428,490008744X,KING FAHAD ACADEMY,521458,180753,260,Q012,0
1151,55136,490011097S,PONT STREET,527887,179246,169,7301,0
11510,51256,490012016N,SHAA ROAD,521033,180551,32,Q010,0
11511,74194,490012016S,SHAA ROAD,521060,180571,220,Q010,0
11514,48163,490015431N,ACTON PARK - GREENVIEW CLOSE,521054,180131,349,Q009,0
11515,73020,490015431S,ACTON PARK - GREENVIEW CLOSE,521071,180115,169,Q009,0
11517,49491,490015285S,CHURCH STREET MARKET,526824,181968,137,0T01,0
11518,74291,490007679R,SUTHERLAND AVENUE,526297,182575,140,0U02,0
11519,74930,490004805S2,CARLTON VALE,525852,183135,143,0U04,0
1152,73195,490010200C,ST PAUL'S CHURCHYARD,532151,181046,285,1.00E+02,0
11522,59354,490005085N,CHEPSTOW CRESCENT,525179,180888,19,7810,0
11523,76600,490005085S,CHEPSTOW CRESCENT,525183,180863,196,7810,0
11527,72540,490005513E,WESTBOURNE GROVE - COLVILLE ROAD,524911,181023,78,7813,0
11528,51488,490005513W,COLVILLE ROAD,524925,180998,242,7813,0
11531,74175,490012550N,STANLEY GARDENS,524852,180771,306,7605,0
11532,57335,490012550S,CHEPSTOW VILLAS,524918,180738,125,7605,0
11533,57751,490006476N,PORTOBELLO AND GOLBORNE MARKET,524639,181030,336,7603,0
11534,71169,490003399S,PORTOBELLO AND GOLBORNE MARKET,524680,180965,158,7606,0
11535,55577,490004099N,BLENHEIM CRESCENT,524427,181059,335,7604,0
11537,47977,490011158E,POWIS GARDENS,524790,181374,67,7601,0
11538,73723,490011158W,POWIS GARDENS,524831,181379,248,7601,0
11539,49504,4.90E+09,PORTOBELLO ROAD,524534,181268,68,7602,0
11540,77913,490011137W,PORTOBELLO ROAD,524644,181300,247,7602,0
11541,76592,490005139D,CHESTERTON ROAD,524183,181613,338,7402,0
11542,72907,490005139C,CHESTERTON ROAD,524201,181605,158,7402,0
11543,54629,490008898F,ST CHARLES SQUARE,524117,181784,340,7403,0
11544,59456,490008898E,ST CHARLES SQUARE,524129,181789,160,7403,0
11545,56560,490003619M,BARLBY ROAD,524028,182014,340,7413,0
11546,73166,490003619N,BARLBY ROAD,524041,182026,160,7413,0
11547,55036,490004737R,KENSAL HOUSE,523937,182246,338,7414,0
11548,48169,490004737S,KENSAL HOUSE,523954,182241,158,7414,0
11550,55448,490004702L,CAMBRIDGE GARDENS - LADBROKE GROVE,524157,181398,249,7405,0
11551,71296,490004699S,OXFORD GARDENS,523950,181366,135,7406,0
11552,52932,490004699N,OXFORD GARDENS,523926,181375,315,7406,0
11553,52593,490012646S,ST CHARLES SQUARE,523766,181573,159,7407,0
1156,47844,490001067R,CITY THAMESLINK STATION,531730,181434,296,1C02,0
11561,58160,490004798S,KILBURN PARK ROAD,525752,183266,142,0U05,0
11564,76570,490011962E,NORTH POLE ROAD - SCRUBS LANE,523073,181523,53,6206,0
11566,47083,490014869E,LATYMER UPPER SCHOOL - PLAYING FIELDS,523040,181260,74,6207,0
11567,58991,490014869W,LATYMER UPPER SCHOOL - PLAYING FIELDS,522989,181236,256,6207,0
11568,52243,490007707E,HAMMERSMITH HOSPITAL,522586,181181,80,6101,0
11569,48058,490007707F,HAMMERSMITH HOSPITAL,522594,181170,259,6101,0
1157,75771,490001067Q,CITY THAMESLINK STATION,531672,181479,115,1C02,0
11572,50776,490014971D,WULFSTAN STREET,522097,181104,84,6102,0
11573,59326,490014971G,WULFSTAN STREET,521972,181082,264,6102,0
11576,76957,490000065C,EAST ACTON STATION - FITZNEAL STREET,521683,181055,83,6103,0
11577,53503,490000065H,EAST ACTON STATION,521626,181038,263,6103,0
11582,48971,490014578E,WHITE CITY ESTATE,522774,181025,81,6208,0
11583,58739,490009005V,PHOENIX HIGH SCHOOL,522359,180935,270,6107,0
11587,59295,490015227S,HEMLOCK ROAD,521759,180628,155,Q017,0
11589,51467,490012678S,STEVENTON ROAD,521825,180428,168,Q016,0
11590,58033,490013972S,UXBRIDGE ROAD,521879,180171,168,Q015,0
11598,52346,490004444S,CAMBRIDGE ROAD,525346,182802,207,0U06,0
116,75588,490014433N,WEST END LANE,525782,185288,280,8B05,0
1160,55627,490000149B,MOORGATE STATION,532747,181699,17,1D05,0
11601,54009,490008768N,ST CUTHBERT'S ROAD,524497,184860,326,R502,0
11607,56546,490006806H,FERNHEAD ROAD,524818,183044,280,RC17,0
11609,75672,490000186A,QUEEN'S PARK STATION,524632,183119,8,RC01,0
11615,53042,490012622S,STATION TERRACE,523676,183095,155,RD06,0
11616,74994,490014619S,WHITMORE GARDENS,523482,183455,149,RD04,0
11617,49005,490010521N,OKEHAMPTON ROAD,523384,183575,322,RD14,0
11618,53090,490010521S,OKEHAMPTON ROAD,523406,183566,142,RD14,0
11621,75675,490003256N,ALL SOULS AVENUE,523132,183949,339,RB05,0
11622,53249,490003256S,ALL SOULS AVENUE,523186,183876,150,RB05,0
11623,77303,490012147E,HANOVER ROAD,523153,184147,54,RB06,0
11630,77556,490012147W,HANOVER ROAD,523173,184148,238,RB06,0
11633,57937,490014691W2,WILLESDEN GREEN LIBRARY,522918,184591,316,R609,0
11634,48353,490014691K,WILLESDEN GREEN LIBRARY,522954,184572,131,R609,0
11635,48044,490008793E,KINGSLEY ROAD,524784,183980,80,RC14,0
11636,77272,490008793W,KINGSLEY ROAD,524833,183977,261,RC14,0
11637,74102,490011080E,PLYMPTON AVENUE,524521,184040,133,RC15,0
11638,49974,490011080N,PLYMPTON AVENUE,524475,184070,312,RC15,0
11639,52631,490005226W,CHRISTCHURCH,524086,184353,299,RB01,0
1164,72264,490007099N,GALPINS ROAD,530981,168601,341,HP12,0
11640,51761,490005226E,CHRISTCHURCH,524265,184279,112,RB01,0
11641,77415,4.90E+10,DEERHURST ROAD,523913,184448,301,RB02,0
11642,77264,4.90E+09,DEERHURST ROAD,523933,184447,120,RB02,0
11643,47053,490012148W,SIDMOUTH ROAD,523620,184580,284,RB04,0
11644,55823,490014991E,YATES COURT,523758,184550,110,RB03,0
11645,58618,490012148E,SIDMOUTH ROAD,523489,184614,94,RB04,0
11647,53719,490009148W,LIDDELL GARDENS,523436,183469,240,RD04,0
11650,55792,490005496W,COLLEGE ROAD,523138,183380,254,RD03,0
11651,56586,490005517N,COLLEGE ROAD,523038,183364,77,RD03,0
11652,71670,490003255N,DOYLE GARDENS,522860,183408,126,RD02,0
11653,49320,490003255S,DOYLE GARDENS,522844,183407,306,RD02,0
11656,74333,490003257S2,ALL SOULS AVENUE,522631,183139,215,RD01,0
11657,52788,490003257S1,ALL SOULS AVENUE,522566,183124,128,RD01,0
11658,75105,490007067N,FURNESS ROAD,522332,183276,313,RF06,0
11659,51630,490007067S,FURNESS ROAD,522405,183229,126,RF06,0
11660,47098,490014969K,HARLESDEN ROAD,522150,183450,135,RF05,0
11661,47467,490014969L,HARLESDEN ROAD,522140,183442,315,RF05,0
11663,47781,490012797P,ST MARY'S HOSPITAL,526900,181414,47,10,0
11666,75205,490001221F,PADDINGTON STATION,526682,181196,227,101,0
11670,57878,490014406W,WESTBOURNE TERRACE,526299,181430,258,107,0
11671,48563,490011365F,QUEENSWAY,525680,181186,79,0M07,0
11682,48801,490011119J,PORCHESTER ROAD - ROYAL OAK,525824,181320,334,0M11,0
11688,47313,490010621N,ORCHARDSON STREET,526650,182131,317,0T02,0
11689,59163,490007679N,HALL ROAD,526279,182577,319,0U02,0
11690,54493,490004805N,CARLTON VALE,525857,183103,323,0U04,0
11691,73269,490008712N,KILBURN PARK ROAD,525691,183316,316,0U05,0
11692,50471,490012948N,ST STEPHENS GARDENS,525245,181503,346,0M03,0
11693,73601,490012948S,ST STEPHENS GARDENS,525271,181438,168,0M03,0
11696,55819,490008697N,SHREWSBURY ROAD - BRUNEL ESTATE,525158,181540,70,0M10,0
11697,49139,490007420M,GREAT WESTERN ROAD,525054,181476,245,0M10,0
11698,47123,490014404P,BRUNEL ESTATE,525060,181540,329,0M04,0
117,48185,490003282S,ALVANLEY GARDENS,525764,185311,99,8B05,0
11700,50245,490000259A,WESTBOURNE PARK STATION,524983,181668,327,0M05,0
11701,57081,490000259B,WESTBOURNE PARK STATION,524988,181686,147,0M05,0
11705,51979,490013353E,QUEEN'S PARK STATION,524550,183081,263,RC02,0
11708,49157,490006471W,ELGIN AVENUE,525464,182346,306,0P12,0
11709,76179,490006471E,ELGIN AVENUE,525459,182365,126,0P12,0
1171,54993,490013761EE,TRAFALGAR AVENUE,533907,178156,118,3J01,0
11710,56801,490004990W,SUTHERLAND AVENUE,525748,182135,306,0P11,0
11711,73249,490004990E,CHARFIELD COURT,525781,182126,126,0P11,0
11734,57868,490012765N,MALDEN ROAD,528289,184690,334,8J07,0
11739,74842,490013697F,TOLWORTH BROADWAY,519704,165941,149,K915,0
1174,49493,490010282SK,NILE TERRACE,533824,178098,181,3J10,0
11751,52263,490005615N,CORNWALL GARDENS,526196,179051,346,7B02,0
11752,53588,490012253E,SOUTHBOROUGH LIBRARY,542274,167612,61,FU02,0
11753,50777,490005637H,CHIPSTEAD VALLEY ROAD - BRIGHTON ROAD,529785,159604,242,H640,0
11755,76852,490001280SB,STREATHAM COMMON STATION,529823,170505,230,4T02,0
11758,58354,490004760L,CANONS CORNER,518249,192863,324,SD10,0
11759,51872,490004760M,CANONS CORNER,518216,192780,255,SD08,0
11760,56520,490000240JJ,TURNHAM GREEN STATION,521208,178744,0,Q609,0
11761,56768,490000240KK,TURNHAM GREEN STATION,521218,178802,179,Q609,0
11763,55068,490015471A,THE BROADWAY,530947,190376,254,9709,0
11767,56831,490005756E,CRESSY ROAD,527558,185565,98,8D11,0
11772,48151,490004366E,BROADFIELDS AVENUE,519744,192461,71,TB05,0
11773,47938,490004366W,BROADFIELDS AVENUE,519670,192384,208,TB05,0
11774,73495,490005075E,CHELSEA VILLAGE,525611,177258,93,6.00E+11,0
11776,76016,49003278MT,ALEXANDRA PARK,529383,189200,347,9202,0
11777,73090,49003278MC,ALEXANDRA PARK,529401,189186,167,9202,0
11779,75748,490003211E,ALEXANDRA PARK,529462,189279,109,9203,0
11780,49940,490003211W,ALEXANDRA PARK,529455,189260,289,9203,0
11785,56799,490014430V,MELBOURNE AVENUE,516348,180335,253,Q802,0
1179,48188,490006368S,EASTMAN DENTAL HOSPITAL,530664,182521,153,8802,0
11792,75960,490015471B,WOOD GREEN STATION - RIVER PARK ROAD,530953,190390,74,9709,0
118,56541,490010728W,PALACE GATE,526218,179624,281,7A09,0
1180,53172,490006358S1,EAST HAM - WHITE HORSE,542746,182946,179,AC01,0
1182,57036,490011274T,PURLEY TESCO,531168,161436,213,H525,0
1184,76320,490009489N,LYONSDOWN ROAD,525923,195242,321,TM08,0
11957,57099,490004800S,CARLTON HILL,526198,183466,141,0Q10,0
11960,55978,490007557F,GROVE END ROAD,526648,182941,41,0Q07,0
11962,57393,490004883E,CAVENDISH AVENUE,526738,183078,220,0Q06,0
11963,51966,490005318D,CIRCUS ROAD - WELLINGTON ROAD,526773,183137,41,0Q06,0
11964,54229,490004185N,BOUNDARY ROAD,526607,183952,6,8C01,0
11965,52208,490015334N,HALL ROAD,526579,182805,354,0Q07,0
11968,76862,490015574C,HALL ROAD - MAIDA VALE,526323,182685,52,0U07,0
11969,56365,490015574D,HALL ROAD - MAIDA VALE,526318,182663,232,0U07,0
11971,59210,490007557W,GROVE END ROAD,526509,182818,232,0Q07,0
11981,49281,490006302N,EAMONT STREET,527314,183197,24,0R01,0
11982,77482,490006302W,EAMONT STREET,527341,183223,206,0R01,0
11984,55886,490014371W,WELLS RISE,527698,183510,247,8G03,0
11986,57903,490015357E,PRIMROSE HILL - LONDON ZOO,527809,183571,69,8G03,0
11992,49176,490015362N,LYNDALE AVENUE,525074,186146,359,8B09,0
11994,73279,490004963CE,CHALK FARM ROAD - MORRISONS,528491,184286,107,8H23,0
11995,77973,490007244N,GLOUCESTER AVENUE,528564,183680,296,8L09,0
11996,54394,490007244S,GLOUCESTER AVENUE,528587,183682,117,8L09,0
120,74431,490011761N,KENSINGTON PALACE,525882,179702,278,7A06,0
12009,73412,490009371Y,SOUTH HAMPSTEAD STATION  - LOUDOUN ROAD,526261,184077,66,8904,0
12010,54457,490009371W,SOUTH HAMPSTEAD STATION  - LOUDOUN ROAD,526227,184053,246,8904,0
12016,54423,490014749E,WINCHESTER ROAD,527007,184233,77,8C07,0
12017,52230,490009423W,LOWER MERTON RISE,527086,184241,257,8C07,0
12018,56939,490013582E,ELSWORTHY RISE,527318,184306,77,8C08,0
12019,53135,490013582W,ELSWORTHY RISE,527326,184296,257,8C08,0
1202,50111,490003273O,UPTON PARK - GREEN STREET,541355,183221,78,AF04,0
12020,53775,490015529W,PRIMROSE HILL ROAD,527476,184329,257,8D01,0
12021,75221,490011186E,PRIMROSE HILL RD - ADELAIDE MEDICAL CTR,527592,184366,82,8D01,0
12022,48652,490006655CG,ETON ROAD,527814,184384,87,8D02,0
12023,59081,490006776CH,ETON ROAD,527739,184367,267,8D02,0
12024,52051,490000043CA,CHALK FARM STATION,528106,184401,87,8J01,0
12025,48060,490000043CB,CHALK FARM STATION,528094,184390,267,8J01,0
12026,52668,490004626S,BURRARD ROAD,525306,185664,134,8B07,0
12027,74133,490008947N,LANGLAND GARDENS,525937,185185,314,8B04,0
12028,50867,490008947S,LANGLAND GARDENS,525935,185215,137,8B04,0
12030,47735,490007045FH,O2 CENTRE,526270,184793,149,8B02,0
12034,54877,490015162L,SWISS COTTAGE STATION  -  FINCHLEY ROAD,526637,184275,352,8C03,0
12037,52293,490004185S,BOUNDARY ROAD,526616,183842,186,8C01,0
1204,57245,490012729D,BERMONDSEY STATION,534378,179457,82,3B04,0
12041,77785,490014468N,WEST HAMPSTEAD POLICE STATION,525294,185341,296,8B12,0
12043,56014,490014431N,WEST END GREEN,525458,185161,326,8B11,0
12044,57630,490014431S,WEST END GREEN,525468,185169,146,8B11,0
12045,48042,490006041F,DENNINGTON PARK ROAD,525484,184970,358,8B10,0
12046,51622,490006041D,DENNINGTON PARK ROAD,525495,184988,183,8B10,0
12047,53820,490014819N,WOODCHURCH ROAD,525396,184199,20,8A02,0
12051,54607,490011237N,PRIORY ROAD,525707,183954,307,8906,0
12053,73825,490011714E,ROSSLYN HILL,527091,185429,240,8D09,0
12054,56866,490015255G,ROSSLYN HILL,527078,185355,308,8D03,0
12057,54812,490000020K,BELSIZE PARK STATION,527317,185115,317,8D08,0
12058,75962,490015255F,HAVERSTOCK HILL - POND STREET,527163,185300,138,8D03,0
12059,77811,490013939N,UPPER PARK ROAD,527483,184969,309,8D07,0
1206,73143,490007533E,GRIGGS PLACE,533331,179246,113,3G06,0
12060,76840,490000020L,BELSIZE PARK STATION,527313,185135,137,8D08,0
12063,54924,490006591N,ENGLAND'S LANE,527567,184645,41,8D21,0
12064,53367,490006591S,PRIMROSE GARDENS,527556,184617,221,8D21,0
12067,75405,490011186N,PRIMROSE HILL ROAD,527502,184408,354,8D05,0
12068,73490,490011186S,PRIMROSE HILL ROAD,527511,184428,174,8D05,0
12069,57976,490001025B,BEXLEYHEATH STATION,548259,176101,189,EB01,0
12070,77095,490001025A,BEXLEYHEATH STATION,548253,176126,9,EB01,0
12071,50900,490004216S,PICKFORD LANE - BOWFORD AVENUE,548345,176565,195,EB02,0
12072,47825,490004216N,PICKFORD LANE - BOWFORD AVENUE,548320,176514,14,EB02,0
12073,76258,490004249S,BRAMPTON ROAD - LONG LANE,547793,177161,131,E702,0
12074,51921,490004249N,LONG LANE - BRAMPTON ROAD,547846,177120,303,E702,0
12075,71246,490016645S,DANSON ROAD - CROOK LOG,547630,175446,193,EC21,0
12076,52475,490013400S,THE GROVE,547606,175223,184,EG16,0
12077,58432,490013400N,THE GROVE,547589,175143,4,EG16,0
12078,76769,490005956S,DANSON UNDERPASS,547373,174366,195,EG13,0
12079,58209,490011904N,DANSON ROAD - SANDHURST ROAD,547579,174632,22,EG14,0
1208,71774,490007362S,GRANGE ROAD - CALEDONIAN MARKET,533220,179239,228,3G02,0
12080,58738,490004097W,BLENDON - PENHILL ROAD,547259,174225,268,EA10,0
12082,76273,490010002S,MONTPELIER ROAD,531703,162022,228,H514,0
12083,75836,490010002N,MONTPELIER ROAD,531803,162130,48,H514,0
12085,47104,490013231W,GALLEY LANE,523350,196360,250,TJ07,0
12086,52882,490003636B4,BARNET HOSPITAL - QUEENS ROAD,523706,196415,86,TJ06,0
12087,58167,490003636B3,BARNET HOSPITAL - QUEENS ROAD,523659,196402,265,TJ06,0
12088,49464,490013909E,UNION STREET,524114,196438,95,TJ05,0
12089,50316,490009584W,MANOR ROAD,524255,196422,258,TJ04,0
1209,47181,490007362N,GRANGE ROAD - CALEDONIAN MARKET,533290,179310,53,3G02,0
121,77697,490012524H,STAMFORD HILL BROADWAY,533733,187779,300,DB05,0
1211,51063,490007086B,GALLEYWALL ROAD - SOUTH BERMONDSEY STN,534925,178466,135,3K09,0
1212,52115,490003716E,BEAMISH HOUSE,535036,178531,49,3K10,0
1213,50548,490011719A,ROTHERHITHE NEW RD - STH BERMONDSEY STN,534975,178453,221,3K10,0
1215,49254,490015157V,PUTNEY BRIDGE STATION  - GONVILLE STREET,524304,175857,36,6H01,0
1216,49838,490006700E,FAIRCROSS,545205,185030,56,W504,0
1217,57277,490006700W,FAIRCROSS,545198,185007,236,W504,0
1218,75788,490001109FD,FINCHLEY ROAD & FROGNAL STATION,526082,185049,313,8B03,0
12181,53275,490012611S,STATION ROAD,505406,182307,178,PH09,0
12182,51176,490012611N,STATION ROAD,505383,182327,346,PH09,0
12183,76540,490005688N,COWLEY MILL ROAD,505353,183253,12,PH07,0
12184,51777,490005688S,COWLEY MILL ROAD,505375,183249,192,PH07,0
1219,52703,490001109FF,FINCHLEY ROAD & FROGNAL STATION,526126,185034,133,8B03,0
12199,57765,490013368E,BRICKFIELD LANE,521749,195210,46,TH05,0
122,58361,490012524G,STAMFORD HILL BROADWAY,533749,187793,120,DB05,0
1220,55265,4.90E+10,WEMBLEY TRIANGLE,518767,185247,100,RH04,0
12200,76348,490013368W,BRICKFIELD LANE,521733,195182,225,TH05,0
12201,50720,490007215W,GLEBE LANE,522155,195564,240,TH06,0
12207,57118,490009841OA,FARNBOROUGH HILL - BUS GARAGE,545508,163977,318,F412,0
12208,58090,490009841O,FARNBOROUGH HILL - BUS GARAGE,545509,163992,135,F412,0
